court,judge_name,case_type,sections_involved,num_hearings,petitioner_type,respondent_type,outcome,case_duration_days,filing_year,filing_month,description_length,word_count
2,8,2,8,25,3,1,0,123,2018,5,255,33
1,28,4,8,4,1,3,0,646,2022,11,251,35
1,42,4,4,4,1,0,0,476,2020,6,246,36
3,30,3,1,3,3,3,0,804,2013,6,239,34
0,15,1,5,23,2,1,0,987,2022,12,268,36
1,0,4,6,35,0,3,1,206,2013,7,249,34
1,10,0,6,17,2,2,1,1040,2015,10,244,34
2,52,4,6,16,0,0,1,154,2019,1,244,34
2,6,0,4,25,2,2,1,971,2022,12,233,34
1,39,3,3,19,2,2,1,580,2014,11,224,32
3,2,1,8,32,3,2,0,79,2018,12,278,37
2,51,2,7,8,1,1,0,594,2014,3,246,32
2,34,3,7,32,3,1,0,967,2016,9,230,32
0,36,4,3,19,3,0,0,652,2015,11,246,35
2,22,2,8,6,0,3,0,133,2017,9,250,35
3,48,2,5,17,3,3,1,826,2020,10,252,35
3,45,2,5,29,2,2,0,933,2020,12,241,32
3,15,0,6,31,1,0,0,740,2020,5,244,34
1,28,4,3,32,2,3,1,468,2013,4,246,34
1,37,2,8,4,1,1,1,753,2021,8,255,33
1,3,0,1,8,1,0,1,389,2020,2,243,33
2,35,2,9,25,1,3,0,217,2013,9,238,31
0,29,0,5,35,0,3,1,945,2023,5,241,34
3,22,2,6,38,3,1,0,477,2021,6,233,31
1,31,1,4,6,1,2,0,847,2020,8,268,36
2,35,0,6,12,1,3,0,671,2018,5,241,34
0,39,3,5,33,0,3,1,972,2021,9,250,35
1,46,0,2,29,0,3,0,584,2016,6,237,33
3,38,4,6,14,0,2,0,356,2020,12,233,33
3,6,4,2,4,0,3,1,355,2019,9,251,35
3,16,4,9,3,1,0,0,586,2019,9,235,33
1,3,1,6,19,1,1,0,1040,2021,10,268,36
3,12,3,3,5,3,2,1,232,2014,11,250,35
2,41,4,1,15,3,0,0,180,2014,2,243,35
1,25,3,7,10,0,1,0,306,2019,2,230,32
1,28,1,3,29,1,1,1,1072,2021,11,278,37
3,39,0,9,27,3,0,0,686,2015,10,244,34
0,9,4,1,38,1,3,1,866,2019,4,243,35
1,7,0,4,13,2,2,0,636,2023,7,232,34
2,24,0,5,30,2,0,1,667,2019,10,228,33
3,24,4,7,2,1,3,1,701,2013,11,236,33
0,38,4,1,8,3,2,1,166,2022,8,233,33
3,22,4,5,29,3,2,0,703,2023,9,233,33
1,11,4,6,32,2,3,1,633,2020,10,243,35
2,33,0,5,25,2,3,1,911,2019,9,244,34
1,48,3,7,2,0,2,1,124,2019,6,225,31
0,17,2,3,2,1,2,1,573,2019,11,253,33
2,49,3,6,27,0,1,1,1027,2016,9,244,34
2,7,2,2,3,0,1,0,903,2020,2,248,33
3,13,4,8,2,0,1,1,335,2018,8,248,34
0,30,4,9,32,1,3,0,809,2021,9,243,35
1,9,2,6,33,2,1,0,457,2022,3,238,31
0,49,2,7,16,0,2,0,878,2020,10,233,31
0,38,1,2,35,2,0,1,711,2023,12,267,35
2,48,0,4,8,2,0,0,545,2017,12,243,33
1,51,1,3,26,3,2,1,50,2021,4,265,35
1,0,4,2,24,2,3,0,844,2016,10,249,34
2,24,4,5,10,0,1,0,609,2021,9,243,34
2,41,3,5,31,0,1,0,600,2015,12,239,34
1,16,2,1,8,2,0,0,794,2020,9,263,34
0,46,3,6,28,2,0,0,1005,2013,2,233,33
0,29,1,1,9,0,0,0,251,2021,6,265,35
3,32,2,9,8,2,0,0,993,2016,3,255,33
1,4,1,3,13,1,1,1,194,2015,9,267,35
0,14,2,2,16,0,0,0,716,2016,9,252,35
3,49,0,4,20,3,2,1,551,2017,8,241,34
0,48,3,9,11,1,3,0,840,2014,5,234,32
3,42,4,5,3,1,2,0,604,2019,2,236,33
2,34,2,7,9,0,2,1,653,2014,5,255,33
3,24,4,4,31,1,0,1,499,2019,1,246,36
0,5,4,2,10,1,2,1,736,2017,1,251,35
0,14,3,6,20,2,1,1,346,2019,7,244,34
2,52,3,8,21,0,2,0,340,2014,8,259,35
0,13,3,6,22,3,1,1,468,2023,9,230,33
3,48,1,6,9,1,1,0,245,2013,3,268,36
0,40,3,6,26,3,2,1,364,2022,5,230,32
2,18,3,9,12,2,1,0,117,2016,11,233,33
1,16,0,3,7,2,0,1,297,2022,2,229,33
0,12,3,2,1,1,1,1,468,2019,7,224,32
3,38,4,5,24,0,3,0,535,2022,2,244,34
1,50,1,2,6,0,1,1,705,2019,2,268,36
3,24,2,5,16,3,2,0,453,2021,9,267,37
3,28,1,5,7,2,0,0,691,2020,3,273,36
1,7,1,5,19,0,3,1,495,2020,6,270,36
2,24,2,9,32,0,1,0,499,2019,4,245,35
3,31,0,6,24,2,2,1,30,2015,10,228,33
0,49,3,1,27,3,3,0,865,2022,5,244,34
3,23,0,7,10,2,1,1,771,2022,5,229,33
3,36,0,9,11,3,0,0,91,2020,12,233,34
1,38,2,3,4,2,3,1,80,2016,1,267,37
2,7,0,5,31,0,0,0,818,2017,6,249,35
3,48,3,3,17,2,3,0,251,2020,12,245,33
0,36,1,7,38,2,1,1,989,2015,1,278,37
2,37,3,7,6,1,0,1,889,2014,3,230,33
0,30,0,2,35,2,2,1,472,2017,6,237,33
2,42,4,5,4,2,3,0,1083,2019,1,249,34
1,9,4,3,18,0,3,0,597,2022,10,248,34
1,25,1,4,29,1,3,1,1090,2016,7,268,36
1,22,1,7,26,2,2,0,85,2015,5,273,36
0,33,4,6,24,3,2,1,663,2020,9,238,34
3,17,4,8,30,0,3,0,904,2022,8,244,35
1,39,0,3,7,3,2,0,307,2022,5,247,34
0,5,0,5,13,2,2,0,919,2019,12,228,33
3,52,3,3,20,1,1,1,923,2013,3,248,35
0,22,3,4,21,2,1,0,867,2020,3,250,34
1,13,4,7,36,0,0,1,725,2014,4,235,33
0,20,1,1,34,3,3,0,129,2021,8,273,36
1,43,4,5,36,0,1,1,1085,2023,3,251,35
1,43,2,2,11,0,2,1,974,2019,9,250,35
0,26,2,5,18,1,2,1,617,2015,8,250,35
1,30,4,7,31,0,0,0,456,2016,4,243,35
2,12,1,8,36,3,2,0,593,2021,1,276,36
3,29,2,7,16,0,3,0,1082,2021,5,245,35
0,22,3,8,34,2,1,0,76,2021,12,248,34
2,14,3,8,10,0,3,1,543,2014,2,242,34
1,1,1,6,5,2,0,0,238,2021,2,262,34
1,28,4,2,26,1,3,0,902,2023,7,244,35
3,6,0,1,11,2,0,1,743,2013,5,243,33
3,3,1,1,21,0,1,1,1007,2017,9,270,36
0,48,3,7,11,0,0,1,1093,2021,1,245,33
1,44,4,1,13,0,2,0,154,2018,10,244,35
2,21,1,8,2,0,1,0,538,2023,7,278,37
2,35,0,4,26,2,0,1,1026,2020,6,244,34
2,43,0,3,22,3,0,1,61,2017,1,249,35
3,16,2,7,16,1,3,0,961,2019,11,270,35
2,27,3,3,24,0,3,1,457,2020,10,230,32
0,10,0,4,17,2,0,1,602,2021,8,244,34
3,15,0,7,3,1,2,1,165,2016,1,242,34
1,44,0,2,22,1,2,1,394,2023,1,234,34
0,10,3,4,24,3,2,0,1056,2023,12,248,34
3,32,2,9,26,2,3,1,1021,2015,5,270,35
1,6,4,4,9,3,1,0,181,2015,4,241,34
1,25,1,4,14,3,2,1,632,2017,3,267,35
2,1,4,8,11,2,3,1,156,2016,5,251,35
1,41,2,7,21,1,2,0,1088,2015,1,241,32
3,46,0,6,2,1,3,0,519,2014,11,243,33
0,8,2,4,2,1,2,1,306,2020,10,270,35
2,11,3,4,1,1,0,1,609,2023,7,248,34
0,24,4,8,33,2,3,0,245,2014,1,243,35
0,12,4,5,26,0,3,0,797,2019,4,248,34
2,52,0,2,15,3,1,1,401,2016,1,229,33
3,41,0,9,9,3,0,0,423,2015,9,242,34
2,50,1,6,31,2,0,0,839,2019,4,270,36
1,42,2,9,38,0,1,1,989,2014,6,253,33
1,10,1,6,33,3,0,0,248,2013,11,276,36
0,23,0,7,36,2,2,1,670,2022,8,244,34
3,49,2,2,7,1,1,1,358,2017,11,245,35
2,0,2,9,2,2,0,0,80,2013,9,267,37
1,51,4,5,12,3,0,1,303,2022,8,238,34
1,36,3,8,33,1,3,0,66,2020,1,248,34
3,3,0,3,35,3,1,1,866,2021,2,244,34
3,15,2,6,27,0,1,1,531,2019,9,270,35
1,43,2,7,22,2,3,1,612,2018,3,238,31
0,22,1,7,16,3,0,0,500,2021,6,268,36
3,4,2,2,26,3,2,1,319,2016,10,248,32
3,8,0,5,10,3,0,0,514,2020,6,229,33
0,36,0,2,9,2,3,1,193,2022,9,233,34
0,43,1,7,23,1,2,1,91,2022,3,276,36
3,8,4,2,18,2,2,1,197,2019,2,244,34
2,38,1,7,36,1,2,1,87,2013,6,278,37
1,34,2,5,6,0,2,0,622,2013,3,270,35
0,44,4,7,5,2,1,0,95,2017,9,233,33
2,43,3,5,27,1,3,1,446,2020,4,243,33
0,22,1,6,36,1,2,0,815,2013,11,278,37
3,16,2,6,22,1,0,1,646,2017,7,253,33
2,50,0,5,27,1,2,1,673,2017,6,234,34
3,43,1,8,4,0,2,0,337,2018,1,268,35
1,26,1,4,3,1,1,0,176,2019,3,265,35
3,10,3,4,3,2,2,1,195,2016,1,257,35
0,3,3,3,20,0,0,1,491,2019,7,245,33
2,14,1,1,18,1,1,1,983,2017,12,271,37
0,52,4,1,3,1,2,0,1038,2023,3,236,33
2,15,1,5,39,3,0,0,175,2016,7,265,35
2,31,4,9,27,3,3,0,103,2023,2,249,34
3,23,2,3,21,3,3,1,527,2023,7,241,32
3,37,0,6,3,3,3,1,232,2016,5,243,33
2,13,4,3,1,3,2,0,177,2017,6,233,33
1,22,1,8,16,1,1,1,446,2020,9,267,35
2,38,1,8,12,0,3,1,1059,2018,1,276,36
1,19,2,9,5,3,0,1,282,2020,11,248,33
3,2,0,1,13,3,1,0,121,2015,11,229,33
2,1,3,2,38,1,1,1,199,2023,7,224,32
0,1,2,2,29,3,1,1,694,2020,9,248,32
3,34,2,8,11,0,0,0,1071,2013,12,241,32
3,39,3,1,29,2,3,0,1058,2015,9,245,33
1,43,1,2,20,0,2,1,850,2019,10,271,37
0,16,2,8,28,1,0,0,596,2016,3,250,35
1,40,1,8,10,3,1,0,810,2017,6,271,37
2,2,1,3,2,0,3,0,96,2020,2,262,34
2,29,1,4,22,0,3,0,1027,2016,10,271,37
0,36,3,1,38,3,0,1,871,2022,12,250,35
0,9,1,4,5,3,0,1,230,2019,10,279,38
0,38,2,4,18,0,3,0,346,2017,8,253,33
3,29,2,8,28,1,3,1,982,2016,1,253,33
0,9,2,9,36,1,1,1,609,2016,4,248,33
1,34,1,3,7,2,0,0,1081,2013,5,267,35
1,38,2,8,34,0,0,1,456,2013,12,255,33
3,41,2,1,38,0,0,1,657,2021,7,233,31
3,3,3,7,7,3,3,0,34,2021,6,225,31
2,48,1,7,23,0,3,0,996,2013,12,265,34
3,40,2,5,16,2,3,1,921,2019,1,233,31
2,45,2,6,36,1,1,0,903,2016,8,255,33
3,52,1,2,29,3,1,1,838,2020,9,262,34
0,44,3,9,4,3,0,0,370,2019,7,248,34
0,43,4,8,36,1,1,0,67,2021,10,246,34
0,30,1,7,13,2,2,0,385,2019,11,278,37
0,14,1,3,27,1,0,1,750,2015,3,273,36
1,43,1,6,22,1,1,0,753,2020,4,279,38
3,20,2,9,14,3,2,0,950,2022,3,267,37
0,43,3,8,24,1,0,0,620,2023,12,233,33
0,28,4,1,36,1,2,1,395,2020,9,244,34
1,1,0,6,32,3,3,1,441,2017,5,233,34
2,7,0,8,38,0,2,0,1079,2018,8,248,35
0,39,1,8,1,0,0,0,80,2014,7,268,36
1,23,4,2,22,3,2,0,732,2020,1,243,34
0,25,0,3,28,2,3,0,54,2014,7,248,35
1,44,2,1,12,3,3,1,525,2015,11,238,31
3,17,3,4,22,2,3,1,134,2018,8,239,33
0,47,0,3,32,2,3,0,270,2018,4,234,34
1,2,3,2,38,0,1,0,462,2017,3,224,32
0,20,2,5,11,0,2,1,377,2020,2,255,33
0,27,2,8,32,1,1,1,59,2023,1,255,33
0,42,4,8,19,0,1,0,870,2023,2,241,34
0,8,4,4,12,3,1,0,188,2018,8,243,35
3,48,0,7,17,1,2,0,792,2019,1,233,34
1,38,4,3,1,0,1,1,1065,2017,12,244,34
1,24,0,4,10,2,3,1,295,2022,11,234,34
1,43,4,8,22,1,3,1,512,2022,6,235,33
0,26,2,8,30,2,1,1,721,2013,8,253,33
3,16,4,6,21,1,2,0,1028,2021,10,241,34
0,22,0,6,30,2,2,0,436,2013,5,244,34
2,42,0,8,35,2,2,1,233,2020,11,233,34
3,41,4,2,21,1,1,1,148,2016,9,243,35
3,15,3,6,4,1,1,1,413,2018,10,230,32
1,32,3,8,34,3,3,1,919,2021,8,243,33
2,17,3,3,23,2,3,1,748,2015,8,245,33
1,7,0,1,16,0,2,0,274,2014,6,244,34
3,52,0,6,39,0,2,1,1089,2019,3,233,34
0,15,0,9,26,3,1,0,716,2022,3,249,35
2,38,4,5,1,3,3,1,778,2014,4,238,34
2,20,0,4,37,3,0,0,32,2017,4,229,33
3,3,4,4,3,3,3,1,995,2018,11,244,35
1,5,3,8,34,0,3,0,105,2015,7,242,34
0,26,2,3,1,1,1,0,82,2022,5,246,32
1,12,3,3,27,1,1,1,770,2019,7,250,34
2,18,4,4,3,3,1,0,355,2018,8,244,35
1,42,0,2,2,2,1,0,1028,2014,7,248,34
0,26,2,2,9,0,1,1,974,2013,10,241,32
1,11,4,1,10,0,2,1,614,2014,10,238,34
0,39,1,8,26,0,1,1,589,2013,5,268,35
1,0,1,9,4,1,2,1,208,2018,11,268,36
1,34,0,6,20,0,2,0,211,2022,6,244,34
1,48,4,1,39,0,2,1,42,2021,5,246,35
1,33,4,4,4,0,3,0,211,2015,6,244,35
1,1,1,5,37,1,1,1,503,2015,2,265,35
0,24,2,1,14,1,1,0,841,2018,10,240,31
1,17,2,8,10,0,3,0,108,2021,7,233,31
0,36,3,8,16,1,0,1,199,2021,7,257,35
1,48,0,8,8,1,3,1,433,2018,9,248,35
1,4,0,6,25,2,0,1,562,2015,10,248,34
3,8,4,2,8,2,0,1,484,2018,4,241,35
3,11,2,7,11,3,0,0,223,2021,2,250,35
1,5,0,9,19,3,3,0,837,2022,9,229,33
1,38,4,5,1,0,0,1,252,2013,10,243,34
0,52,4,4,1,0,2,1,155,2021,7,243,34
2,47,1,4,3,2,3,1,455,2021,3,273,36
1,17,1,7,4,2,3,0,1088,2015,5,268,35
0,18,4,8,2,0,1,1,156,2013,9,244,35
0,0,4,4,10,2,0,1,165,2016,5,233,33
2,40,3,2,33,0,2,1,735,2016,1,244,34
2,3,1,5,24,3,1,1,695,2014,3,265,35
1,37,4,8,1,1,0,1,207,2015,10,243,35
2,49,4,1,1,1,1,0,725,2015,2,249,34
0,13,2,7,11,1,2,0,834,2022,10,241,32
3,48,2,3,2,0,3,1,711,2013,12,250,35
1,11,2,1,14,1,2,1,587,2018,11,248,33
1,30,3,5,27,1,0,1,522,2016,8,242,34
2,32,4,5,32,1,0,1,400,2022,4,235,33
2,0,3,3,21,3,1,1,103,2018,3,250,34
0,18,4,8,31,2,3,1,687,2019,5,244,35
1,47,4,7,24,1,3,0,876,2017,5,244,35
0,30,3,2,28,2,2,1,466,2021,11,248,34
0,33,4,8,9,2,0,0,816,2020,5,246,35
3,14,4,7,26,3,1,1,118,2019,1,249,34
2,27,1,5,37,1,1,1,136,2017,5,273,36
0,15,1,1,24,2,2,0,360,2017,12,271,37
3,35,1,8,36,3,1,0,400,2015,10,271,37
1,15,0,9,38,0,2,1,591,2020,3,243,33
2,3,1,6,26,0,3,0,63,2016,3,268,36
1,40,2,7,1,3,2,1,141,2016,2,253,33
3,26,1,7,19,1,0,0,807,2018,2,276,36
3,50,1,3,20,1,3,1,813,2023,2,265,34
1,49,1,3,9,0,2,1,853,2017,10,265,34
2,4,1,7,26,3,1,0,411,2022,12,271,37
1,25,4,5,9,0,0,0,749,2018,10,251,35
2,14,1,1,25,3,0,1,249,2013,10,267,35
0,43,3,4,12,0,3,0,959,2019,6,250,35
3,11,0,4,39,3,2,1,38,2023,1,228,33
2,44,4,3,35,2,2,1,685,2022,9,243,34
0,35,0,6,30,0,2,0,120,2015,1,229,33
3,23,1,3,14,0,3,1,913,2015,12,278,37
0,44,2,8,24,3,2,1,283,2020,6,248,32
3,35,0,7,33,2,0,1,52,2017,10,247,34
2,10,3,9,11,1,3,1,422,2022,1,248,34
0,29,2,3,11,3,3,0,990,2018,9,270,35
2,7,2,6,35,3,1,1,194,2015,8,248,33
3,5,3,7,18,0,2,1,321,2016,8,230,33
1,16,1,5,13,0,2,1,613,2014,3,271,37
2,47,2,3,21,3,1,0,962,2016,2,263,34
0,21,3,8,28,2,3,0,238,2021,4,250,34
0,28,1,8,1,3,2,0,419,2015,6,276,36
1,43,3,3,14,1,1,1,1051,2017,11,242,34
1,39,4,1,33,2,2,1,776,2014,12,249,34
2,50,3,8,24,0,3,1,634,2018,5,243,33
3,7,4,6,24,2,0,1,416,2023,8,249,34
2,8,4,4,17,1,2,1,882,2021,5,246,35
3,5,0,4,4,0,2,0,1037,2021,5,237,33
0,3,4,3,19,3,2,0,481,2015,10,241,34
0,52,0,7,1,3,2,1,1050,2016,5,248,34
0,48,3,9,16,3,3,0,249,2014,1,257,35
3,26,0,3,5,0,2,0,932,2023,2,233,34
2,21,0,8,31,2,0,0,511,2023,7,243,33
3,4,1,3,30,2,0,0,255,2016,9,271,37
2,21,2,5,24,2,1,0,471,2020,9,270,35
3,14,1,4,32,2,3,0,464,2015,4,267,35
1,7,1,1,20,1,2,1,697,2020,3,279,38
3,39,2,9,37,2,1,1,882,2014,1,246,32
2,20,1,5,20,1,3,0,1004,2016,8,262,34
1,29,1,1,2,3,2,1,176,2017,4,276,36
0,38,1,2,19,2,3,0,283,2023,12,279,38
3,27,3,9,4,0,1,0,921,2018,2,233,33
2,32,2,6,32,2,1,1,133,2015,6,263,34
2,38,4,4,22,3,1,0,349,2013,7,246,34
0,11,3,6,20,0,1,1,795,2014,12,239,33
2,39,1,8,13,0,0,0,603,2015,8,268,36
3,13,4,9,20,0,0,0,30,2016,7,246,34
2,36,3,8,39,3,1,0,188,2014,7,250,34
3,49,1,9,6,2,0,0,880,2021,2,265,34
0,52,3,8,11,3,1,0,393,2017,4,248,35
3,30,3,9,10,3,0,1,808,2015,8,250,34
2,43,1,7,6,3,3,0,749,2018,10,267,35
1,43,4,1,32,3,2,1,913,2016,6,241,35
1,18,0,7,32,2,1,1,649,2020,7,243,33
2,12,3,1,33,2,0,1,126,2018,10,248,34
2,21,4,4,18,2,1,1,165,2023,4,243,35
1,16,0,4,14,1,0,0,247,2020,2,248,35
0,46,1,3,11,1,1,0,223,2017,1,268,35
0,7,0,9,8,3,3,1,620,2014,8,244,34
2,51,1,1,15,1,1,1,523,2014,2,278,37
2,2,2,8,31,1,2,1,380,2020,3,263,34
0,25,2,1,3,3,1,1,638,2013,5,250,35
1,30,1,8,36,1,1,0,935,2017,3,273,36
3,36,2,1,14,0,1,1,428,2013,3,250,35
1,10,1,8,28,0,0,0,520,2016,10,268,35
1,16,2,8,22,3,2,0,975,2022,9,250,35
2,35,0,3,15,1,1,1,489,2013,11,241,34
1,14,0,9,23,1,0,0,118,2023,9,232,34
0,43,0,7,20,2,1,1,227,2023,9,244,34
1,7,1,5,9,2,0,0,318,2022,6,279,38
0,2,3,6,35,1,0,0,631,2020,8,243,33
2,35,3,1,21,1,1,1,461,2014,12,239,33
0,26,1,4,6,0,2,1,400,2014,2,268,36
1,17,4,8,26,3,0,1,919,2023,2,236,33
3,38,3,2,2,3,0,0,512,2017,1,248,34
1,10,1,9,17,0,2,1,539,2017,12,265,35
2,28,1,4,36,3,2,1,320,2013,11,265,35
0,38,2,9,17,0,3,0,526,2013,8,253,33
2,41,2,4,23,1,3,1,681,2018,12,267,37
3,48,4,2,2,0,0,0,1013,2017,6,246,35
1,29,2,3,25,0,1,1,926,2020,9,253,33
3,36,4,4,22,1,3,1,34,2022,3,238,34
0,31,2,2,6,1,1,1,51,2013,8,248,33
1,0,1,4,30,0,1,1,924,2023,9,267,35
0,31,1,7,29,1,0,1,277,2023,2,270,36
2,26,1,6,16,0,1,1,56,2019,4,268,35
2,26,3,3,22,1,3,0,754,2017,2,242,34
3,29,3,5,17,1,3,0,1070,2014,11,242,34
3,48,2,3,14,0,2,0,786,2015,8,238,31
3,29,2,2,3,1,3,1,174,2020,9,240,31
1,43,0,3,27,2,3,0,344,2014,6,233,34
1,34,4,5,8,1,2,0,339,2023,8,251,35
1,36,2,4,36,1,2,1,336,2014,8,255,33
0,31,1,2,39,2,3,1,699,2021,4,267,35
0,36,1,6,36,0,0,1,829,2022,5,268,35
3,2,1,4,23,3,3,1,343,2016,4,268,35
3,0,1,8,2,0,1,0,627,2018,4,265,35
1,16,1,3,29,1,1,0,550,2019,5,270,36
0,8,4,5,4,3,0,1,446,2021,10,243,35
0,14,0,1,32,0,1,1,225,2013,7,243,33
3,48,3,3,22,1,3,1,89,2015,7,239,33
1,43,3,9,23,0,0,1,1038,2014,8,243,33
2,7,0,3,25,3,0,0,728,2016,6,233,34
1,38,0,1,30,3,1,0,929,2020,5,229,33
0,39,4,3,37,0,3,0,343,2017,7,243,34
3,40,2,7,21,0,3,0,256,2018,5,263,34
3,27,3,8,25,0,3,0,647,2017,12,230,33
2,2,3,2,33,1,0,1,774,2013,1,230,33
0,19,1,5,32,0,1,0,802,2014,1,276,36
2,1,2,3,18,0,3,1,614,2015,7,255,33
1,13,3,5,28,2,1,0,525,2013,6,245,33
3,2,0,1,5,0,0,1,633,2022,1,243,33
3,19,1,8,17,2,3,1,301,2023,12,267,35
2,26,1,7,4,1,3,0,203,2018,5,262,34
2,4,1,5,14,3,1,0,259,2020,4,278,37
0,4,0,4,20,2,3,0,388,2013,8,237,33
1,23,4,7,25,3,1,0,784,2013,8,246,36
1,5,2,4,16,3,1,0,960,2019,8,245,35
3,9,2,6,26,2,1,1,983,2021,6,263,34
3,11,4,9,3,0,0,0,452,2023,3,246,35
3,30,1,5,14,2,2,1,1078,2016,12,267,35
3,7,1,5,3,2,1,1,1084,2017,8,262,34
3,43,2,6,12,0,2,1,889,2021,10,248,32
0,34,2,6,12,2,2,0,104,2014,7,255,33
3,52,4,8,5,3,2,0,674,2023,6,238,34
0,25,2,2,17,3,2,1,334,2016,4,240,31
2,22,0,6,4,1,1,1,954,2013,4,228,33
3,32,3,1,27,3,2,0,270,2021,9,239,33
3,43,1,2,4,3,2,0,446,2023,8,265,34
1,7,1,4,35,2,2,0,297,2018,4,265,35
1,7,0,2,28,3,3,1,973,2014,10,243,33
0,5,3,3,14,0,1,1,641,2014,8,250,35
0,25,3,9,21,0,2,0,490,2016,4,244,34
0,11,0,2,20,0,2,1,902,2018,11,247,34
1,13,2,8,35,2,3,0,667,2019,11,267,37
3,48,3,2,8,3,1,0,677,2020,9,239,34
3,13,2,4,5,2,1,0,211,2020,11,263,34
3,51,4,1,17,1,3,1,433,2015,8,246,36
0,36,4,2,39,1,3,1,562,2014,11,241,35
2,29,4,1,12,2,0,1,479,2023,6,244,35
3,28,1,1,18,3,0,0,395,2014,7,276,36
2,13,3,9,33,1,1,1,1084,2018,8,243,33
2,38,0,4,31,1,3,1,422,2016,2,229,33
1,15,2,2,8,3,3,1,669,2021,1,238,31
2,22,0,5,9,2,1,0,670,2016,7,228,33
0,22,3,4,7,0,0,0,255,2014,2,242,34
1,13,3,1,13,0,0,1,973,2016,7,243,33
2,11,3,7,10,0,2,0,194,2014,2,259,35
2,39,3,4,5,3,1,0,913,2014,11,245,33
2,48,3,5,3,2,3,0,666,2018,3,239,33
0,19,1,5,14,0,1,0,403,2023,9,276,36
3,8,4,1,11,2,0,1,318,2015,3,235,33
1,38,2,3,15,0,2,0,815,2021,10,248,33
2,7,2,7,12,2,0,0,510,2018,9,263,34
0,38,0,7,13,3,1,0,615,2023,10,249,35
3,32,0,5,4,1,0,1,416,2018,9,248,35
2,11,0,2,36,0,2,1,402,2014,2,248,35
3,33,4,7,10,3,1,1,317,2017,7,241,35
2,0,0,7,34,2,0,0,1001,2013,10,233,34
1,43,4,1,29,0,0,1,977,2015,6,235,33
0,15,2,8,5,3,1,0,202,2018,11,263,34
2,47,4,4,18,3,1,1,175,2022,11,244,35
1,36,3,3,16,3,2,0,891,2019,10,250,34
2,37,0,9,20,1,1,0,414,2017,1,228,33
2,38,0,5,13,3,0,1,257,2019,12,229,33
3,22,4,5,25,3,2,1,259,2015,9,241,35
2,14,1,2,37,1,1,1,984,2014,1,278,37
2,39,1,9,13,0,3,0,312,2021,1,278,37
2,22,3,3,24,3,2,0,801,2022,4,233,33
2,20,3,9,13,0,2,0,517,2019,9,248,34
0,48,3,4,35,1,2,0,527,2018,5,250,34
3,13,2,9,13,2,1,0,390,2018,1,245,35
2,18,4,6,17,0,3,1,112,2017,1,243,35
0,15,1,9,13,0,2,1,123,2023,8,278,37
1,38,3,7,25,0,1,0,222,2018,7,243,33
2,49,1,2,37,3,0,1,337,2022,8,271,37
0,7,0,6,6,3,3,0,206,2013,6,248,35
2,48,0,5,13,1,1,0,328,2016,11,232,34
0,41,3,3,5,0,0,1,844,2015,5,234,32
0,15,0,7,22,1,3,0,41,2014,4,234,34
0,4,0,9,24,2,2,0,695,2023,12,237,33
2,12,3,9,27,3,2,0,587,2013,7,234,32
1,34,4,8,22,2,1,0,262,2019,1,243,34
0,26,0,7,30,3,0,1,337,2015,5,233,34
3,7,2,1,35,0,2,0,423,2013,11,240,31
2,5,0,4,2,0,0,0,320,2023,10,237,33
1,16,1,3,27,0,2,1,360,2016,3,270,36
3,38,2,9,32,0,3,1,480,2016,11,246,32
1,25,1,2,9,2,0,1,728,2015,1,279,38
1,40,2,5,4,1,1,1,716,2020,7,248,33
3,44,3,5,21,0,1,0,383,2023,3,239,33
3,16,2,4,21,1,1,0,340,2016,9,253,33
0,28,1,5,2,2,2,0,852,2021,11,265,34
0,19,1,1,14,3,3,0,848,2017,7,273,36
0,19,3,8,26,3,0,0,773,2019,1,225,31
1,9,4,8,4,1,2,0,766,2021,10,244,34
3,32,4,1,5,1,1,1,289,2023,6,246,35
2,15,1,3,10,0,1,1,740,2019,9,279,38
2,17,2,8,17,0,0,0,376,2017,2,245,35
0,39,4,9,18,2,1,1,598,2018,2,246,34
3,9,3,4,2,1,1,1,617,2022,7,239,34
3,32,3,4,14,3,0,1,880,2016,11,239,33
0,15,2,6,27,3,3,0,1001,2018,2,245,35
1,50,3,5,19,3,1,0,479,2021,7,224,32
1,51,0,5,27,2,3,1,149,2022,5,243,33
1,28,1,7,21,2,1,1,49,2017,11,265,35
1,31,3,1,6,1,3,1,413,2022,11,239,33
1,40,1,8,9,2,1,0,490,2022,6,265,34
2,48,0,4,7,0,1,0,671,2018,2,233,34
1,38,1,7,26,1,3,1,409,2016,1,279,38
3,20,3,2,13,1,0,0,377,2014,12,225,31
0,29,1,3,20,3,2,0,815,2014,4,265,34
2,52,3,5,39,1,1,1,339,2015,2,243,33
1,50,3,8,5,0,2,1,78,2013,10,248,34
1,13,4,7,35,2,1,0,492,2016,3,248,34
1,2,4,7,23,1,0,0,691,2023,11,233,33
0,22,3,3,19,1,0,1,236,2015,6,230,32
3,38,2,1,26,3,1,0,41,2017,3,233,31
0,21,3,4,32,2,1,0,675,2017,4,250,34
1,13,0,1,26,3,1,1,232,2018,9,242,34
2,43,0,4,1,3,0,0,969,2018,7,228,33
2,9,4,6,36,1,3,1,388,2019,5,246,35
3,19,0,6,5,2,3,0,1004,2013,12,242,34
0,43,1,7,19,2,2,1,123,2016,7,276,36
0,21,3,3,29,0,2,1,534,2023,1,248,34
